Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
2240,Exit long,3/6/2023 13:45,EXIT_LONG,87.9200,174.2512,15320.1683,-116.75,-0.12,111.52,0.11,-381.61,-0.38,54252.42,54.25
2240,Entry long,3/6/2023 02:15,BUY,88.5900,174.2512,15436.9166,-116.75,-0.12,111.52,0.11,-381.61,-0.38,54252.42,54.25
2241,Exit long,3/6/2023 13:45,EXIT_LONG,87.9200,174.2375,15318.9579,-118.48,-0.12,109.77,0.11,-383.32,-0.38,54133.94,54.13
2241,Entry long,3/6/2023 02:30,BUY,88.6000,174.2375,15437.4394,-118.48,-0.12,109.77,0.11,-383.32,-0.38,54133.94,54.13
2242,Exit long,3/6/2023 13:45,EXIT_LONG,87.9200,174.6913,15358.8551,-68.13,-0.07,78.61,0.08,-333.66,-0.33,54065.81,54.07
2242,Entry long,3/6/2023 05:15,BUY,88.3100,174.6913,15426.9847,-68.13,-0.07,78.61,0.08,-333.66,-0.33,54065.81,54.07
2243,Exit long,3/7/2023 00:15,EXIT_LONG,87.5800,176.3372,15443.6115,37.03,0.04,88.17,0.09,-74.06,-0.07,54102.84,54.10
2243,Entry long,3/6/2023 21:00,BUY,87.3700,176.3372,15406.5807,37.03,0.04,88.17,0.09,-74.06,-0.07,54102.84,54.10
2244,Exit long,3/7/2023 00:15,EXIT_LONG,87.5800,176.3897,15448.2089,42.33,0.04,93.49,0.09,-68.79,-0.07,54145.17,54.15
2244,Entry long,3/6/2023 21:15,BUY,87.3400,176.3897,15405.8753,42.33,0.04,93.49,0.09,-68.79,-0.07,54145.17,54.15
2245,Exit long,3/7/2023 15:30,EXIT_LONG,85.7500,176.7720,15158.1977,-256.32,-0.26,12.37,0.01,-565.67,-0.57,53888.85,53.89
2245,Entry long,3/7/2023 09:30,BUY,87.2000,176.7720,15414.5171,-256.32,-0.26,12.37,0.01,-565.67,-0.57,53888.85,53.89
2246,Exit long,3/7/2023 15:30,EXIT_LONG,85.7500,178.2265,15282.9226,-117.63,-0.12,64.16,0.06,-429.53,-0.43,53771.22,53.77
2246,Entry long,3/7/2023 09:45,BUY,86.4100,178.2265,15400.5521,-117.63,-0.12,64.16,0.06,-429.53,-0.43,53771.22,53.77
2247,Exit long,3/7/2023 15:30,EXIT_LONG,85.7500,178.5120,15307.4013,-87.47,-0.09,94.61,0.09,-399.87,-0.40,53683.75,53.68
2247,Entry long,3/7/2023 10:00,BUY,86.2400,178.5120,15394.8721,-87.47,-0.09,94.61,0.09,-399.87,-0.40,53683.75,53.68
2248,Exit long,3/8/2023 09:15,EXIT_LONG,85.0500,181.5091,15437.3486,68.97,0.07,105.28,0.11,-85.31,-0.09,53752.72,53.75
2248,Entry long,3/8/2023 05:45,BUY,84.6700,181.5091,15368.3751,68.97,0.07,105.28,0.11,-85.31,-0.09,53752.72,53.75
2249,Exit long,3/8/2023 09:15,EXIT_LONG,85.0500,181.3977,15427.8745,58.05,0.06,94.33,0.09,-96.14,-0.10,53810.77,53.81
2249,Entry long,3/8/2023 06:00,BUY,84.7300,181.3977,15369.8272,58.05,0.06,94.33,0.09,-96.14,-0.10,53810.77,53.81
2250,Exit long,3/8/2023 15:15,EXIT_LONG,84.2700,184.0502,15509.9124,128.84,0.13,163.80,0.16,-165.65,-0.17,53939.61,53.94
2250,Entry long,3/8/2023 14:15,BUY,83.5700,184.0502,15381.0772,128.84,0.13,163.80,0.16,-165.65,-0.17,53939.61,53.94
2251,Exit long,3/8/2023 15:15,EXIT_LONG,84.2700,184.3437,15534.6405,156.69,0.16,191.72,0.19,-138.26,-0.14,54096.30,54.10
2251,Entry long,3/8/2023 14:30,BUY,83.4200,184.3437,15377.9484,156.69,0.16,191.72,0.19,-138.26,-0.14,54096.30,54.10
2252,Exit long,3/8/2023 15:15,EXIT_LONG,84.2700,185.1526,15602.8054,240.70,0.24,275.88,0.28,-55.55,-0.06,54337,54.34
2252,Entry long,3/8/2023 14:45,BUY,82.9700,185.1526,15362.1071,240.70,0.24,275.88,0.28,-55.55,-0.06,54337,54.34
2253,Exit long,3/8/2023 21:00,EXIT_LONG,83.8800,186.6227,15653.9146,220.21,0.22,253.81,0.25,-1.87,-0,54557.21,54.56
2253,Entry long,3/8/2023 18:45,BUY,82.7000,186.6227,15433.6998,220.21,0.22,253.81,0.25,-1.87,-0,54557.21,54.56
2254,Exit long,3/8/2023 23:45,EXIT_LONG,82.9900,187.6377,15572.0567,116.34,0.12,167,0.17,-200.77,-0.20,54673.55,54.67
2254,Entry long,3/8/2023 22:45,BUY,82.3700,187.6377,15455.7213,116.34,0.12,167,0.17,-200.77,-0.20,54673.55,54.67
2255,Exit long,3/10/2023 03:30,EXIT_LONG,75.6500,187.0976,14153.9300,-1313.42,-1.31,29.94,0.03,-1683.88,-1.68,53360.12,53.36
2255,Entry long,3/9/2023 18:15,BUY,82.6700,187.0976,15467.3548,-1313.42,-1.31,29.94,0.03,-1683.88,-1.68,53360.12,53.36
2256,Exit long,3/10/2023 03:30,EXIT_LONG,75.6500,187.4513,14180.6938,-1284.04,-1.28,0,0,-1655.20,-1.66,52076.08,52.08
2256,Entry long,3/9/2023 18:30,BUY,82.5000,187.4513,15464.7354,-1284.04,-1.28,0,0,-1655.20,-1.66,52076.08,52.08
2257,Exit long,3/10/2023 03:30,EXIT_LONG,75.6500,188.9689,14295.4941,-1137.59,-1.14,20.79,0.02,-1511.75,-1.51,50938.49,50.94
2257,Entry long,3/9/2023 18:45,BUY,81.6700,188.9689,15433.0866,-1137.59,-1.14,20.79,0.02,-1511.75,-1.51,50938.49,50.94
2258,Exit long,3/10/2023 13:00,EXIT_LONG,70.4900,203.4486,14341.0892,-752.76,-0.75,134.28,0.13,-1265.45,-1.27,50185.73,50.19
2258,Entry long,3/10/2023 05:15,BUY,74.1900,203.4486,15093.8489,-752.76,-0.75,134.28,0.13,-1265.45,-1.27,50185.73,50.19
2259,Exit long,3/10/2023 13:00,EXIT_LONG,70.4900,203.4403,14340.5093,-752.73,-0.75,20.34,0.02,-1265.40,-1.27,49433,49.43
2259,Entry long,3/10/2023 06:15,BUY,74.1900,203.4403,15093.2385,-752.73,-0.75,20.34,0.02,-1265.40,-1.27,49433,49.43
2260,Exit long,3/10/2023 13:00,EXIT_LONG,70.4900,203.4870,14343.7962,-748.83,-0.75,24.42,0.02,-1261.62,-1.26,48684.17,48.68
2260,Entry long,3/10/2023 06:30,BUY,74.1700,203.4870,15092.6282,-748.83,-0.75,24.42,0.02,-1261.62,-1.26,48684.17,48.68
2261,Exit long,3/11/2023 10:30,EXIT_LONG,68.1900,210.9594,14385.3198,-483.10,-0.48,78.05,0.08,-1156.06,-1.16,48201.07,48.20
2261,Entry long,3/11/2023 07:00,BUY,70.4800,210.9594,14868.4168,-483.10,-0.48,78.05,0.08,-1156.06,-1.16,48201.07,48.20
2262,Exit long,3/11/2023 10:30,EXIT_LONG,68.1900,212.0703,14461.0753,-398.69,-0.40,23.33,0.02,-1075.20,-1.08,47802.38,47.80
2262,Entry long,3/11/2023 07:15,BUY,70.0700,212.0703,14859.7675,-398.69,-0.40,23.33,0.02,-1075.20,-1.08,47802.38,47.80
2263,Exit long,3/11/2023 10:30,EXIT_LONG,68.1900,213.5119,14559.3783,-275.43,-0.28,29.89,0.03,-956.53,-0.96,47526.95,47.53
2263,Entry long,3/11/2023 07:30,BUY,69.4800,213.5119,14834.8087,-275.43,-0.28,29.89,0.03,-956.53,-0.96,47526.95,47.53
2264,Exit long,3/12/2023 13:30,EXIT_LONG,68.4500,217.9128,14916.1294,163.43,0.16,252.78,0.25,-67.55,-0.07,47690.38,47.69
2264,Entry long,3/12/2023 12:15,BUY,67.7000,217.9128,14752.6948,163.43,0.16,252.78,0.25,-67.55,-0.07,47690.38,47.69
2265,Exit long,3/13/2023 13:15,EXIT_LONG,76.1000,195.4352,14872.6190,103.58,0.10,269.70,0.27,-306.83,-0.31,47793.96,47.79
2265,Entry long,3/13/2023 09:30,BUY,75.5700,195.4352,14769.0383,103.58,0.10,269.70,0.27,-306.83,-0.31,47793.96,47.79
2266,Exit long,3/13/2023 13:15,EXIT_LONG,76.1000,197.1060,14999.7693,244.41,0.24,411.95,0.41,-51.25,-0.05,48038.38,48.04
2266,Entry long,3/13/2023 09:45,BUY,74.8600,197.1060,14755.3578,244.41,0.24,411.95,0.41,-51.25,-0.05,48038.38,48.04
2267,Exit long,3/13/2023 13:15,EXIT_LONG,76.1000,196.7720,14974.3494,212.51,0.21,379.77,0.38,-82.64,-0.08,48250.89,48.25
2267,Entry long,3/13/2023 10:00,BUY,75.0200,196.7720,14761.8356,212.51,0.21,379.77,0.38,-82.64,-0.08,48250.89,48.25
2268,Exit long,3/14/2023 23:30,EXIT_LONG,84.1200,180.3100,15167.6779,342.59,0.34,425.53,0.43,-218.18,-0.22,48593.48,48.59
2268,Entry long,3/14/2023 21:15,BUY,82.2200,180.3100,14825.0889,342.59,0.34,425.53,0.43,-218.18,-0.22,48593.48,48.59
2269,Exit long,3/14/2023 23:30,EXIT_LONG,84.1200,180.5296,15186.1503,362.86,0.36,445.91,0.45,-28.88,-0.03,48956.34,48.96
2269,Entry long,3/14/2023 21:30,BUY,82.1100,180.5296,14823.2858,362.86,0.36,445.91,0.45,-28.88,-0.03,48956.34,48.96
2270,Exit long,3/15/2023 13:00,EXIT_LONG,82.0900,180.7284,14835.9939,-59.64,-0.06,122.90,0.12,-401.22,-0.40,48896.70,48.90
2270,Entry long,3/15/2023 10:00,BUY,82.4200,180.7284,14895.6342,-59.64,-0.06,122.90,0.12,-401.22,-0.40,48896.70,48.90
2271,Exit long,3/15/2023 13:00,EXIT_LONG,82.0900,180.5729,14823.2259,-74.03,-0.07,108.34,0.11,-415.32,-0.42,48822.67,48.82
2271,Entry long,3/15/2023 10:15,BUY,82.5000,180.5729,14897.2608,-74.03,-0.07,108.34,0.11,-415.32,-0.42,48822.67,48.82
2272,Exit long,3/15/2023 13:00,EXIT_LONG,82.0900,181.3451,14886.6232,5.44,0.01,188.60,0.19,-337.30,-0.34,48828.11,48.83
2272,Entry long,3/15/2023 10:30,BUY,82.0600,181.3451,14881.1828,5.44,0.01,188.60,0.19,-337.30,-0.34,48828.11,48.83
2273,Exit long,3/15/2023 21:45,EXIT_LONG,76.2500,186.8761,14249.3008,-633.51,-0.63,211.17,0.21,-867.10,-0.87,48194.60,48.19
2273,Entry long,3/15/2023 14:45,BUY,79.6400,186.8761,14882.8107,-633.51,-0.63,211.17,0.21,-867.10,-0.87,48194.60,48.19
2274,Exit long,3/15/2023 21:45,EXIT_LONG,76.2500,189.4443,14445.1288,-414.88,-0.41,94.72,0.09,-651.69,-0.65,47779.71,47.78
2274,Entry long,3/15/2023 15:45,BUY,78.4400,189.4443,14860.0119,-414.88,-0.41,94.72,0.09,-651.69,-0.65,47779.71,47.78
2275,Exit long,3/15/2023 21:45,EXIT_LONG,76.2500,190.1343,14497.7435,-349.85,-0.35,34.22,0.03,-587.52,-0.59,47429.87,47.43
2275,Entry long,3/15/2023 16:00,BUY,78.0900,190.1343,14847.5907,-349.85,-0.35,34.22,0.03,-587.52,-0.59,47429.87,47.43
2276,Exit long,3/17/2023 18:45,EXIT_LONG,81.9400,181.8999,14904.8776,161.89,0.16,261.94,0.26,-1.82,-0,47591.76,47.59
2276,Entry long,3/17/2023 14:45,BUY,81.0500,181.8999,14742.9867,161.89,0.16,261.94,0.26,-1.82,-0,47591.76,47.59
2277,Exit long,3/18/2023 18:45,EXIT_LONG,84.9500,177.3513,15065.9936,306.82,0.31,342.29,0.34,-237.65,-0.24,47898.58,47.90
2277,Entry long,3/18/2023 15:45,BUY,83.2200,177.3513,14759.1758,306.82,0.31,342.29,0.34,-237.65,-0.24,47898.58,47.90
2278,Exit long,3/18/2023 18:45,EXIT_LONG,84.9500,175.8670,14939.9056,167.07,0.17,202.25,0.20,-372.84,-0.37,48065.65,48.07
2278,Entry long,3/18/2023 16:00,BUY,84,175.8670,14772.8319,167.07,0.17,202.25,0.20,-372.84,-0.37,48065.65,48.07
2279,Exit long,3/18/2023 18:45,EXIT_LONG,84.9500,176.2508,14972.5080,207.98,0.21,243.23,0.24,-333.11,-0.33,48273.63,48.27
2279,Entry long,3/18/2023 16:30,BUY,83.7700,176.2508,14764.5320,207.98,0.21,243.23,0.24,-333.11,-0.33,48273.63,48.27
2280,Exit long,3/19/2023 00:45,EXIT_LONG,84.3800,179.6385,15157.8974,330.53,0.33,355.68,0.36,-44.91,-0.04,48604.16,48.60
2280,Entry long,3/18/2023 23:30,BUY,82.5400,179.6385,14827.3626,330.53,0.33,355.68,0.36,-44.91,-0.04,48604.16,48.60
2281,Exit long,3/19/2023 00:45,EXIT_LONG,84.3800,179.9525,15184.3934,359.91,0.36,385.10,0.39,-16.20,-0.02,48964.07,48.96
2281,Entry long,3/18/2023 23:45,BUY,82.3800,179.9525,14824.4884,359.91,0.36,385.10,0.39,-16.20,-0.02,48964.07,48.96
2282,Exit long,3/19/2023 09:45,EXIT_LONG,83.0900,179.8431,14943.1658,46.76,0.05,82.73,0.08,-129.49,-0.13,49010.82,49.01
2282,Entry long,3/19/2023 06:45,BUY,82.8300,179.8431,14896.4066,46.76,0.05,82.73,0.08,-129.49,-0.13,49010.82,49.01
2283,Exit long,3/19/2023 09:45,EXIT_LONG,83.0900,180.0388,14959.4221,64.81,0.06,100.82,0.10,-111.62,-0.11,49075.64,49.08
2283,Entry long,3/19/2023 07:00,BUY,82.7300,180.0388,14894.6081,64.81,0.06,100.82,0.10,-111.62,-0.11,49075.64,49.08
2284,Exit long,3/19/2023 09:45,EXIT_LONG,83.0900,180.2961,14980.8010,91.95,0.09,128.01,0.13,-23.44,-0.02,49167.59,49.17
2284,Entry long,3/19/2023 07:15,BUY,82.5800,180.2961,14888.8500,91.95,0.09,128.01,0.13,-23.44,-0.02,49167.59,49.17
2285,Exit long,3/20/2023 02:15,EXIT_LONG,83.9900,179.5037,15076.5173,159.76,0.16,188.48,0.19,-134.63,-0.13,49327.35,49.33
2285,Entry long,3/20/2023 00:45,BUY,83.1000,179.5037,14916.7590,159.76,0.16,188.48,0.19,-134.63,-0.13,49327.35,49.33
2286,Exit long,3/20/2023 02:15,EXIT_LONG,83.9900,180.2851,15142.1466,232.57,0.23,261.41,0.26,-63.10,-0.06,49559.92,49.56
2286,Entry long,3/20/2023 01:00,BUY,82.7000,180.2851,14909.5788,232.57,0.23,261.41,0.26,-63.10,-0.06,49559.92,49.56
2287,Exit long,3/20/2023 07:15,EXIT_LONG,82.3600,181.6591,14961.4414,5.45,0.01,141.69,0.14,-332.44,-0.33,49565.37,49.57
2287,Entry long,3/20/2023 02:45,BUY,82.3300,181.6591,14955.9916,5.45,0.01,141.69,0.14,-332.44,-0.33,49565.37,49.57
2288,Exit long,3/20/2023 07:15,EXIT_LONG,82.3600,182.5978,15038.7525,91.30,0.09,133.30,0.13,-248.33,-0.25,49656.66,49.66
2288,Entry long,3/20/2023 03:30,BUY,81.8600,182.5978,14947.4536,91.30,0.09,133.30,0.13,-248.33,-0.25,49656.66,49.66
2289,Exit long,3/20/2023 07:15,EXIT_LONG,82.3600,183.6589,15126.1507,200.19,0.20,242.43,0.24,-141.42,-0.14,49856.85,49.86
2289,Entry long,3/20/2023 03:45,BUY,81.2700,183.6589,14925.9625,200.19,0.20,242.43,0.24,-141.42,-0.14,49856.85,49.86
2290,Exit long,3/20/2023 21:15,EXIT_LONG,80.7700,186.2964,15047.1631,61.48,0.06,102.46,0.10,-350.24,-0.35,49918.33,49.92
2290,Entry long,3/20/2023 17:00,BUY,80.4400,186.2964,14985.6853,61.48,0.06,102.46,0.10,-350.24,-0.35,49918.33,49.92
2291,Exit long,3/20/2023 21:15,EXIT_LONG,80.7700,187.7047,15160.9081,187.70,0.19,210.23,0.21,-227.12,-0.23,50106.04,50.11
2291,Entry long,3/20/2023 18:00,BUY,79.7700,187.7047,14973.2034,187.70,0.19,210.23,0.21,-227.12,-0.23,50106.04,50.11
2292,Exit long,3/20/2023 21:15,EXIT_LONG,80.7700,187.2351,15122.9798,140.43,0.14,162.89,0.16,-273.36,-0.27,50246.46,50.25
2292,Entry long,3/20/2023 18:15,BUY,80.0200,187.2351,14982.5534,140.43,0.14,162.89,0.16,-273.36,-0.27,50246.46,50.25
2293,Exit long,3/21/2023 00:45,EXIT_LONG,79.2000,190.3541,15076.0418,51.40,0.05,140.86,0.14,-230.33,-0.23,50297.86,50.30
2293,Entry long,3/20/2023 23:30,BUY,78.9300,190.3541,15024.6462,51.40,0.05,140.86,0.14,-230.33,-0.23,50297.86,50.30
2294,Exit long,3/21/2023 00:45,EXIT_LONG,79.2000,192.3720,15235.8660,228.92,0.23,319.34,0.32,-55.79,-0.06,50526.78,50.53
2294,Entry long,3/20/2023 23:45,BUY,78.0100,192.3720,15006.9432,228.92,0.23,319.34,0.32,-55.79,-0.06,50526.78,50.53
2295,Exit long,3/21/2023 00:45,EXIT_LONG,79.2000,192.3201,15231.7559,223.09,0.22,313.48,0.31,-48.08,-0.05,50749.87,50.75
2295,Entry long,3/21/2023 00:00,BUY,78.0400,192.3201,15008.6645,223.09,0.22,313.48,0.31,-48.08,-0.05,50749.87,50.75
2296,Exit long,3/21/2023 08:45,EXIT_LONG,78.1900,195.8045,15309.9525,234.97,0.23,309.37,0.31,-13.71,-0.01,50984.84,50.98
2296,Entry long,3/21/2023 07:15,BUY,76.9900,195.8045,15074.9871,234.97,0.23,309.37,0.31,-13.71,-0.01,50984.84,50.98
2297,Exit long,3/22/2023 11:15,EXIT_LONG,80.9100,187.6520,15182.9271,84.44,0.08,112.59,0.11,-127.60,-0.13,51069.28,51.07
2297,Entry long,3/22/2023 09:15,BUY,80.4600,187.6520,15098.4837,84.44,0.08,112.59,0.11,-127.60,-0.13,51069.28,51.07
2298,Exit long,3/22/2023 11:15,EXIT_LONG,80.9100,188.1573,15223.8086,129.83,0.13,158.05,0.16,-11.29,-0.01,51199.11,51.20
2298,Entry long,3/22/2023 10:00,BUY,80.2200,188.1573,15093.9800,129.83,0.13,158.05,0.16,-11.29,-0.01,51199.11,51.20
2299,Exit long,3/24/2023 16:30,EXIT_LONG,91.9900,163.7595,15064.2327,-55.68,-0.06,131.01,0.13,-397.94,-0.40,51143.43,51.14
2299,Entry long,3/24/2023 09:15,BUY,92.3300,163.7595,15119.9109,-55.68,-0.06,131.01,0.13,-397.94,-0.40,51143.43,51.14
2300,Exit long,3/24/2023 16:30,EXIT_LONG,91.9900,165.0964,15187.2161,80.90,0.08,232.79,0.23,-264.15,-0.26,51224.33,51.22
2300,Entry long,3/24/2023 10:00,BUY,91.5000,165.0964,15106.3188,80.90,0.08,232.79,0.23,-264.15,-0.26,51224.33,51.22
2301,Exit long,3/24/2023 16:30,EXIT_LONG,91.9900,164.9989,15178.2492,69.30,0.07,221.10,0.22,-275.55,-0.28,51293.63,51.29
2301,Entry long,3/24/2023 10:15,BUY,91.5700,164.9989,15108.9497,69.30,0.07,221.10,0.22,-275.55,-0.28,51293.63,51.29
2302,Exit long,3/25/2023 10:00,EXIT_LONG,92.3700,165.7649,15311.7041,182.34,0.18,256.94,0.26,-6.63,-0.01,51475.97,51.48
2302,Entry long,3/25/2023 09:15,BUY,91.2700,165.7649,15129.3627,182.34,0.18,256.94,0.26,-6.63,-0.01,51475.97,51.48
2303,Exit long,3/25/2023 22:00,EXIT_LONG,91.1600,166.3292,15162.5665,14.97,0.01,96.47,0.10,-176.31,-0.18,51490.94,51.49
2303,Entry long,3/25/2023 19:00,BUY,91.0700,166.3292,15147.5969,14.97,0.01,96.47,0.10,-176.31,-0.18,51490.94,51.49
2304,Exit long,3/25/2023 22:00,EXIT_LONG,91.1600,167.7544,15292.4929,159.37,0.16,241.57,0.24,-33.55,-0.03,51650.30,51.65
2304,Entry long,3/25/2023 19:15,BUY,90.2100,167.7544,15133.1262,159.37,0.16,241.57,0.24,-33.55,-0.03,51650.30,51.65
2305,Exit long,3/25/2023 22:00,EXIT_LONG,91.1600,167.8755,15303.5317,172.91,0.17,255.17,0.26,-20.15,-0.02,51823.22,51.82
2305,Entry long,3/25/2023 19:30,BUY,90.1300,167.8755,15130.6199,172.91,0.17,255.17,0.26,-20.15,-0.02,51823.22,51.82
2306,Exit long,3/27/2023 08:00,EXIT_LONG,91.8500,166.2541,15270.4363,88.11,0.09,118.04,0.12,-59.85,-0.06,51911.33,51.91
2306,Entry long,3/27/2023 06:00,BUY,91.3200,166.2541,15182.3217,88.11,0.09,118.04,0.12,-59.85,-0.06,51911.33,51.91
2307,Exit long,3/27/2023 21:15,EXIT_LONG,89.2400,170.0373,15174.1294,-17,-0.02,171.74,0.17,-285.66,-0.29,51894.33,51.89
2307,Entry long,3/27/2023 15:00,BUY,89.3400,170.0373,15191.1331,-17,-0.02,171.74,0.17,-285.66,-0.29,51894.33,51.89
2308,Exit long,3/27/2023 21:15,EXIT_LONG,89.2400,171.6840,15321.0810,145.93,0.15,336.50,0.34,-106.44,-0.11,52040.26,52.04
2308,Entry long,3/27/2023 15:15,BUY,88.3900,171.6840,15175.1496,145.93,0.15,336.50,0.34,-106.44,-0.11,52040.26,52.04
2309,Exit long,3/28/2023 01:45,EXIT_LONG,88.4300,174.7188,15450.3793,246.35,0.25,319.74,0.32,-3.49,-0,52286.61,52.29
2309,Entry long,3/28/2023 01:15,BUY,87.0200,174.7188,15204.0259,246.35,0.25,319.74,0.32,-3.49,-0,52286.61,52.29
2310,Exit long,3/28/2023 11:30,EXIT_LONG,86.7500,177.0363,15357.8977,129.24,0.13,189.43,0.19,-72.58,-0.07,52415.85,52.42
2310,Entry long,3/28/2023 10:45,BUY,86.0200,177.0363,15228.6612,129.24,0.13,189.43,0.19,-72.58,-0.07,52415.85,52.42
2311,Exit long,3/30/2023 02:30,EXIT_LONG,91.5000,168.7136,15437.2927,195.71,0.20,506.14,0.51,-195.71,-0.20,52611.56,52.61
2311,Entry long,3/30/2023 01:00,BUY,90.3400,168.7136,15241.5849,195.71,0.20,506.14,0.51,-195.71,-0.20,52611.56,52.61
2312,Exit long,3/30/2023 02:30,EXIT_LONG,91.5000,170.0018,15555.1662,326.40,0.33,639.21,0.64,-49.30,-0.05,52937.96,52.94
2312,Entry long,3/30/2023 01:15,BUY,89.5800,170.0018,15228.7627,326.40,0.33,639.21,0.64,-49.30,-0.05,52937.96,52.94
2313,Exit long,3/30/2023 02:30,EXIT_LONG,91.5000,169.9714,15552.3858,322.95,0.32,635.69,0.64,-23.80,-0.02,53260.91,53.26
2313,Entry long,3/30/2023 01:30,BUY,89.6000,169.9714,15229.4401,322.95,0.32,635.69,0.64,-23.80,-0.02,53260.91,53.26
2314,Exit long,3/30/2023 20:30,EXIT_LONG,88.7200,172.4552,15300.2223,-25.87,-0.03,160.38,0.16,-381.13,-0.38,53235.04,53.24
2314,Entry long,3/30/2023 14:15,BUY,88.8700,172.4552,15326.0906,-25.87,-0.03,160.38,0.16,-381.13,-0.38,53235.04,53.24
2315,Exit long,3/30/2023 20:30,EXIT_LONG,88.7200,173.0532,15353.2797,32.88,0.03,112.48,0.11,-323.61,-0.32,53267.92,53.27
2315,Entry long,3/30/2023 17:30,BUY,88.5300,173.0532,15320.3996,32.88,0.03,112.48,0.11,-323.61,-0.32,53267.92,53.27
2316,Exit long,3/30/2023 20:30,EXIT_LONG,88.7200,173.9765,15435.1983,135.70,0.14,215.73,0.22,-222.69,-0.22,53403.62,53.40
2316,Entry long,3/30/2023 17:45,BUY,87.9400,173.9765,15299.4966,135.70,0.14,215.73,0.22,-222.69,-0.22,53403.62,53.40
2317,Exit long,3/31/2023 10:30,EXIT_LONG,88.4900,173.4354,15347.2994,6.94,0.01,45.09,0.05,-211.59,-0.21,53410.56,53.41
2317,Entry long,3/31/2023 07:15,BUY,88.4500,173.4354,15340.3619,6.94,0.01,45.09,0.05,-211.59,-0.21,53410.56,53.41
2318,Exit long,3/31/2023 10:30,EXIT_LONG,88.4900,173.8108,15380.5194,43.45,0.04,64.31,0.06,-175.55,-0.18,53454.01,53.45
2318,Entry long,3/31/2023 07:30,BUY,88.2400,173.8108,15337.0667,43.45,0.04,64.31,0.06,-175.55,-0.18,53454.01,53.45
2319,Exit long,3/31/2023 10:30,EXIT_LONG,88.4900,174.3092,15424.6169,99.36,0.10,120.27,0.12,-55.78,-0.06,53553.37,53.55
2319,Entry long,3/31/2023 07:45,BUY,87.9200,174.3092,15325.2607,99.36,0.10,120.27,0.12,-55.78,-0.06,53553.37,53.55
2320,Exit long,4/1/2023 20:45,EXIT_LONG,92.6000,166.9421,15458.8407,103.50,0.10,141.90,0.14,-11.69,-0.01,53656.87,53.66
2320,Entry long,4/1/2023 17:00,BUY,91.9800,166.9421,15355.3366,103.50,0.10,141.90,0.14,-11.69,-0.01,53656.87,53.66
2321,Exit long,4/2/2023 22:45,EXIT_LONG,91.7700,167.6928,15389.1640,23.48,0.02,259.92,0.26,-212.97,-0.21,53680.35,53.68
2321,Entry long,4/2/2023 15:30,BUY,91.6300,167.6928,15365.6870,23.48,0.02,259.92,0.26,-212.97,-0.21,53680.35,53.68
2322,Exit long,4/2/2023 22:45,EXIT_LONG,91.7700,168.9234,15502.0980,148.65,0.15,356.43,0.36,-52.37,-0.05,53829,53.83
2322,Entry long,4/2/2023 19:45,BUY,90.8900,168.9234,15353.4454,148.65,0.15,356.43,0.36,-52.37,-0.05,53829,53.83
2323,Exit long,4/2/2023 22:45,EXIT_LONG,91.7700,168.9401,15503.6344,150.36,0.15,358.15,0.36,-50.68,-0.05,53979.36,53.98
2323,Entry long,4/2/2023 20:00,BUY,90.8800,168.9401,15353.2777,150.36,0.15,358.15,0.36,-50.68,-0.05,53979.36,53.98
2324,Exit long,4/5/2023 19:30,EXIT_LONG,92.6800,166.6263,15442.9247,44.99,0.04,83.31,0.08,-216.61,-0.22,54024.35,54.02
2324,Entry long,4/5/2023 14:15,BUY,92.4100,166.6263,15397.9356,44.99,0.04,83.31,0.08,-216.61,-0.22,54024.35,54.02
2325,Exit long,4/5/2023 19:30,EXIT_LONG,92.6800,166.7743,15456.6414,60.04,0.06,98.40,0.10,-201.80,-0.20,54084.38,54.08
2325,Entry long,4/5/2023 14:30,BUY,92.3200,166.7743,15396.6026,60.04,0.06,98.40,0.10,-201.80,-0.20,54084.38,54.08
2326,Exit long,4/5/2023 19:30,EXIT_LONG,92.6800,166.7183,15451.4528,53.35,0.05,91.70,0.09,-208.40,-0.21,54137.73,54.14
2326,Entry long,4/5/2023 14:45,BUY,92.3600,166.7183,15398.1030,53.35,0.05,91.70,0.09,-208.40,-0.21,54137.73,54.14
2327,Exit long,4/6/2023 02:15,EXIT_LONG,92.4500,168.2359,15553.4092,139.64,0.14,146.37,0.15,-75.71,-0.08,54277.37,54.28
2327,Entry long,4/6/2023 01:30,BUY,91.6200,168.2359,15413.7734,139.64,0.14,146.37,0.15,-75.71,-0.08,54277.37,54.28
2328,Exit long,4/6/2023 12:30,EXIT_LONG,91.2600,168.4067,15368.7946,-58.94,-0.06,11.79,0.01,-301.45,-0.30,54218.43,54.22
2328,Entry long,4/6/2023 07:30,BUY,91.6100,168.4067,15427.7370,-58.94,-0.06,11.79,0.01,-301.45,-0.30,54218.43,54.22
2329,Exit long,4/6/2023 12:30,EXIT_LONG,91.2600,168.7402,15399.2262,-25.31,-0.03,25.31,0.03,-268.30,-0.27,54193.12,54.19
2329,Entry long,4/6/2023 07:45,BUY,91.4100,168.7402,15424.5372,-25.31,-0.03,25.31,0.03,-268.30,-0.27,54193.12,54.19
